id,title,author,source_text,source_grade,license,url
5290,"""A FRIEND IN NEED.""",JANE OLIVER,"I went up and asked the boy with the broom if he knew the children. ""I never saw them before in my life,"" said he; ""but such little ones can't get across without help."" ""You are a good boy,"" said I. ""I think you must have a good father."" ""I had one once,"" said he; ""but now I have only a good mother."" ""Well, Henry,"" said I, ""give her this shilling, and tell her I send it to her for teaching her boy to do good when he can get a chance."" Tears came to the boy's eyes. A shilling seemed a good deal of money to him, and it pleased him all the more because it was given him for his mother. ""Thank you, sir; thank you!"" said he, and he ran back to his work one of the happiest boys in London, I think, at that moment.",3.68,Public Domain,http://www.gutenberg.org/files/17536/17536-h/17536-h.htm#Page_8
5817,The Flight of the Dolls,Lucretia P. Hale,"The first plan was for the lamb-pen, and they made for it directly. The Spanish Doll walked through its slats; the Large Doll pushed in the little ones, but when she came to go in herself, horrible to say—she stuck! The Spanish Doll pulled, and the little dolls ran out and pushed. No use! If Angelica Maria could have seen her Large Doll now! But no, Angelica Maria's head was asleep on its pillow; she little knew of the escape of her dolls! At last said the Large Doll, ""Wake up the Lamb and tell him!"" Which they did, and he came and butted, till he butted the Large Doll out. ""It is no use,"" said the Large Doll, ""we must try something else,"" and the rest all came out of the pen. They went to the dovecote. The Spanish Doll quickly climbed the ladder; so could the Large Doll. But when she turned to help the little ones, her head was too heavy, and she was not stiff enough to stoop. ""We must try something else,"" said she, and the Spanish Doll had to come down, scolding Spanish all the way.",3.79,Public Domain,http://www.gutenberg.org/cache/epub/6577/pg6577-images.html
5694,IDA'S MOUSE,Auntie May,"One day mousie managed to get his door open and scamper off. Then Ida cried and cried, and was afraid her dear mousie would starve. But after a day or two, as grandma was going upstairs, she saw little mousie hopping up ahead of her. He ran into Ida's closet. Ida brought the cage; and mamma and grandma made mousie run into it. ""Perhaps it is not the same mouse,"" said grandma. ""Oh, yes, it is!"" said Ida. ""I know him by his sore nose."" Ida took good care of mousie till warm weather came, and it was time to go into the country for the summer. Then she took the cage outside the back-gate and opened mousie's door. Mousie was very quiet at first; but soon he peeped out, and, seeing nothing to hinder, he ran away as fast as his little legs could carry him. I am glad that he was set free; for I do not think he was happy in the cage. I hope he will keep away from traps and cats, and live to a good old age.",3.9,Public Domain,http://www.gutenberg.org/files/24476/24476-h/24476-h.htm#Page_88
2504,Laura’s Key,Anne-Marie Reidy,"Rubbing sleep from her eyes, Laura stumbled out of bed. She pulled on shorts and a t-shirt, her pursed lips and flared nostrils broadcasting her mood. But once she'd finished a plate of her father's famous scrambled eggs with jalapeños and warm tortillas, she rushed to the closet to dig out her cleats. Could I really become a better soccer player? she wondered. Laura ran to get a soccer ball from the garage, but her mother said, ""We won't be needing that."" ""Why not?"" Laura asked. ""You'll see. Come on!"" Her mother strode down the street with a tote bag over shoulder and a jumbo box of trash bags under her arm. Frowning, Laura followed her mother to a vacant lot a few blocks from their house. Though the lot was certainly big enough to practice dribbling, it was also full of weeds, old tires, rusty beer cans, and take-out cartons. Laura raised her eyebrows. ""You want me to practice here?"" Her mother handed her a big black trash bag and a pair of thick gardening gloves. ""You do too much sitting around watching YouTube, mija,"" she said, pulling on her own gloves.",4.01,CC BY-NC-SA 2.0,https://www.commonlit.org/texts/laura-s-key
3258,Day I left home for the city,"Lesley Koyi, Brian Wambi","The city bus was almost full, but more people were still pushing to get on. Some packed their luggage under the bus. Others put their things on the racks inside. New passengers clutched their tickets as they looked for somewhere to sit in the crowded bus. Women with young children made them comfortable for the long journey. I squeezed in next to a window. The person sitting next to me was holding tightly to a green plastic bag. He wore old sandals, a worn-out coat, and he looked nervous. I looked outside the bus and realized that I was leaving my village, the place where I had grown up. I was going to the big city. The loading was completed and all passengers were seated. Hawkers still pushed their way into the bus to sell their goods to the passengers. Each one was shouting the names of what was available for sale. The words sounded funny to me. A few passengers bought drinks, others bought small snacks and began to chew.",4.11,CC BY 4.0,https://www.africanstorybook.org/#
7024,THE WEE ROBIN’S CHRISTMAS SONG,Robert Burns,"And the little shepherd says: ""Where are you going, wee Robin?"" And wee Robin makes answer: ""I'm going away to the King to sing him a song this glad Christmas morning."" And the little shepherd boy says: ""Come here, wee Robin, and I'll give you some crumbs from my lunch."" But the wee Robin says: ""No, no! little shepherd boy, no, no! You caught the Goldfinch, but you cannot catch me!"" So the wee Robin flew away till he came to the King; and there he sat on a plowshare, and sang the King a cheery song. And the King says to the Queen: ""What will we give to the wee Robin for singing us this cheery song?"" And the Queen makes answer to the King: ""I think we'll give him the wee Wren to be his wife."" So the wee Robin and the wee Wren were married, and the King and the Queen, and all the court danced at the wedding. Then the wee Robin and the wee Wren flew away home to the wee Robin's own brookside, and hopped on the brier bush.",4.2,Public Domain,http://www.gutenberg.org/files/25359/25359-h/25359-h.htm#WEEROBIN
3433,Grandma's bananas,Ursula Nafula,"Grandma's garden was wonderful. It was full of sorghum, millet, and cassava. But best of all were the bananas. Although Grandma had many grandchildren, I secretly knew that I was her favorite. She invited me often to her house. She also told me little secrets. But there was one secret she did not share with me. Where she ripened bananas. One day I saw a big straw basket placed in the sun outside Grandma's house. When I asked what it was for, the only answer I got was, ""It's my magic basket."" Next to the basket, there were several banana leaves that Grandma turned from time to time. I was curious. ""What are the leaves for, Grandma?"" I asked. The only answer I got was, ""They are my magic leaves."" It was so interesting watching Grandma, the bananas, the banana leaves and the big straw basket. But Grandma sent me off to my mother on an errand. ""Grandma, please, let me watch as you prepare."" ""Don't be stubborn, child, do as you are told,"" she insisted. I took off running. When I returned, Grandma was sitting outside but with neither the basket nor the bananas.",4.31,CC BY 4.0,https://www.africanstorybook.org/
5702,HOW THE WIND FILLS THE SAILS,Dora Burnside,"""What makes the vessel move on the river?"" asked little Anna one day of her brother Harry. ""Why,"" said Harry, ""it's the wind, of course, that fills the sails, and that pushes the vessel on. Come out on the bank, and I will show you how it is done."" So Anna, Harry, and Bravo, all ran out on the lawn. Bravo was a dog; but he was always curious to see what was going on. When they were on the lawn, Harry took out his handkerchief, and told Anna to hold it by two of the corners while he held the other two. As soon as they had done this, the wind made it swell out, and look just like a sail. ""Now you see how the wind fills the sails,"" said Harry. ""Yes; but how does it make the ship go?"" asked Anna. ""Well, now let go of the handkerchief, and see what becomes of it,"" said Harry. So they both let go of it; and off the wind bore it up among the bushes by the side of the house.",4.41,Public Domain,http://www.gutenberg.org/files/24476/24476-h/24476-h.htm#Page_85
4815,The Nightingale and the Rose,Oscar Wilde,"From her nest in the holm-oak tree the Nightingale heard him, and she looked out through the leaves, and wondered. ""No red rose in all my garden!"" he cried, and his beautiful eyes filled with tears. ""Ah, on what little things does happiness depend! I have read all that the wise men have written, and all the secrets of philosophy are mine, yet for want of a red rose is my life made wretched."" ""Here at last is a true lover,"" said the Nightingale. ""Night after night have I sung of him, though I knew him not: night after night have I told his story to the stars, and now I see him. His hair is dark as the hyacinth-blossom, and his lips are red as the rose of his desire; but passion has made his face like pale ivory, and sorrow has set her seal upon his brow.""",4.52,Public Domain,http://www.gutenberg.org/files/902/902-h/902-h.htm
4364,Violence,Algernon Henry Blackwood,"He was tall and broad; Hancock was small; yet he was sure there would be room. He sprang upon him like a wild animal. He felt the warm, thin throat yield and bend between his great hands ... then darkness, peace and rest, a nothingness that surely was the oblivion he had so long prayed for. He had accomplished his desire. He had secreted himself forever from persecution—inside the kindliest little man he had ever met—inside Hancock.... He opened his eyes and looked about him into a room he did not know. The walls were soft and dimly coloured. It was very silent. Cushions were everywhere. Peaceful it was, and out of the world. Overhead was a skylight, and one window, opposite the door, was heavily barred. Delicious! No one could get in. He was sitting in a deep and comfortable chair. He felt rested and happy. There was a click, and he saw a tiny window in the door drop down, as though worked by a sliding panel. Then the door opened noiselessly, and in came a little man with smiling face and soft brown eyes—Dr. Hancock.",4.59,Public Domain,http://www.gutenberg.org/files/62347/62347-h/62347-h.htm
5569,PLAYING SOLDIER,M.,"Little Mary lives in Boston. She has no brothers or sisters to play with her, and no mother. But her papa plays with her a great deal. There is one game she has with him that is very entertaining to others who are looking on. At least so her aunts and uncles thought on Thanksgiving evening, when it was played for their amusement. I have called the game ""Playing soldier."" Mary was the captain; and her papa was the soldier. This is the way it was done: Mary went to her papa, who was standing, and placed herself in front of him, with her back against him. ""Shoulder arms!"" shouted the little captain; and her tall soldier immediately put her on his left shoulder, in imitation of the real soldier, who holds his musket or gun against that place. ""Forward march!"" shouted our little captain again; and her soldier marched forward with a quick step. ""Halt!"" cried she after he had marched back; and he stopped at once. ""Ground arms!"" was the next command; and the soldier put his captain down on the floor in front of him just as she had stood before—and the play was over.",4.67,Public Domain,http://www.gutenberg.org/files/28134/28134-h/28134-h.htm#Page_167
2514,A Gym Workout for Your Brain: How Mindfulness Can Help Improve Mental Health,Ben Isbel,"Let us try a mindfulness exercise right now. Start by sitting down either on the floor or on a chair with your back nice and straight. As you sit, just relax. Be aware of your body as you sit still. While you are sitting still, notice the rising and falling of your belly as you breathe in and out. Do not try to make your breath deeper or longer, but just let it be. Just feel it. Can you feel the sensations of movement as your belly goes up and down with the breath? Try not to think about these movements. Just pay attention to the sensations of the rising and falling of the belly as you breathe in and out. Without following thoughts as they arise, just stay with the feeling of the rising and falling. It would not be long before you start thinking of something other than your breath. Your attention will want to follow a thought, since watching the breath can be pretty boring! We usually like to pay attention to things that are exciting.",4.76,Public Domain,https://kids.frontiersin.org/article/10.3389/frym.2019.00034
3689,Miss Brill,Katherine Mansfield,"There were a number of people out this afternoon, far more than last Sunday. And the band sounded louder and gayer. That was because the Season had begun. For although the band played all the year round on Sundays, out of season it was never the same. It was like someone playing with only the family to listen; it didn't care how it played if there weren't any strangers present. Wasn't the conductor wearing a new coat, too? She was sure it was new. He scraped with his foot and flapped his arms like a rooster about to crow, and the bandsmen sitting in the green rotunda blew out their cheeks and glared at the music. Now there came a little ""flutey"" bit — very pretty! — a little chain of bright drops. She was sure it would be repeated. It was; she lifted her head and smiled. Only two people shared her ""special"" seat: a fine old man in a velvet coat, his hands clasped over a huge carved walking-stick, and a big old woman, sitting upright, with a roll of knitting on her embroidered apron. They did not speak.",4.86,Public Domain,https://www.commonlit.org/texts/miss-brill
5253,THE SHEEP FOLLOW THE SHEPHERD,DORA BURNSIDE,"But may it not be the form or dress of the shepherd that the sheep know, and follow him? To test this, a traveler, who had put the question, once exchanged dresses with a shepherd, and went amongst the sheep. The traveler in the shepherd's dress called the sheep, and tried to lead them; but ""they knew not his voice,"" and did not move. But when the shepherd called them, though he was in the traveler's dress, they ran at once to him, thus proving that it was the voice that led them. I have a dog that will sometimes bark at me when I put on an overcoat which he has not seen me wear before. But, the moment he hears my voice, he seems ashamed of not having known me, and will whine, as if he would say, ""Pardon me, good master. It was very stupid in me not to know you. It was your coat I did not know. I will try to be wiser the next time.""",4.95,Public Domain,http://www.gutenberg.org/files/17536/17536-h/17536-h.htm#Page_7
1535,Havelok Hid from the Traitor,F. J. H. Darton,"In former days there was a King of England called Athelwold; the very flower of England was he, and he ruled. All things in his realm he ordered strictly, and maintained truth throughout the land. Under his rule robbers and traitors were put down; men bought and sold freely, without fear, and wrongdoers were so hard pressed that they could but lurk and creep in secret corners. Athelwold set up justice in his kingdom. There was mercy for the fatherless in his day; his judgments could not be turned aside by bribes of silver and gold. If any man did wrongly, the king's arm reached him to punish him, were he never so wary and strong. This Athelwold had no heir, save only one daughter, very fair to look upon, named Goldborough. But ere she grew up, the king fell ill of a dire sickness. He knew well that his time was come, and that death was nigh him. ""What shall I do now?"" he said in his heart.",5.06,Public Domain,http://www.gutenberg.org/cache/epub/6323/pg6323-images.html
7438,Beyond the Pasturelands,Yamam Khartash,"Termites are blind, and without the ants they wouldn't be able to reach the plants and quench their thirst. The amber ants protect termites from the ladybugs that surround them everywhere in the pasture. Termite wings are short and they can't fly and escape the ladybugs when the ladybugs attack. That's why the termites are so thankful for the ants, day and night. The ants are also responsible for the termites' eggs too. The ants carry them for the termites and hide them underground. When the eggs hatch, they lead them to feed on the roots of the juicy plants. That's why the termites are so thankful for the ants, day and night. One day, while the ants were carrying the eggs underground, one of the eggs fell and rolled over and over, away and away. The ants didn't notice the missing egg and went along their way. The egg ended up on a small leaf and hatched after a few days. A little insect came out. It was Terry the Termite.",5.14,CC BY-NC-SA 4.0,https://www.digitallibrary.io/en/books/details/1383
703,Ethel Morton's Holidays,Mabell S. C. Smith,"The big brown automobile gave three honks as it swung around the corner from Church Street. Roger Morton, raking leaves in the yard beside his house, threw down his rake and vaulted over the gate. ""Good afternoon, sir,"" he called to his grandfather, saluting, soldier fashion. ""Good afternoon, son. I stopped to tell you that those pumpkins are ready for you. If you'll hop in now we can go out and get them and I'll bring you back again."" ""Good enough!"" exclaimed Roger. ""I'll tell Mother I'm going. She may have some message for Grandmother,"" and he vaulted back over the gate and dashed up the steps. In a minute he was out again and climbing into the car. ""Where are the girls this afternoon?"" inquired Mr. Emerson, as he threw in the clutch and started toward the outskirts of Rosemont where he had land enough to allow him to do a little farming.",5.2,Public Domain,http://www.gutenberg.org/files/19834/19834-h/19834-h.htm
3439,Hare and Tortoise (Again!),Venkatramana Gowda and Divaspathy Hegde,"The king of the jungle where the hare and the tortoise lived had some important matters to discuss with the king of the neighboring jungle. But the first king could not leave his jungle just then. He decided, instead, to send the hare and tortoise to the neighboring king, as his representatives. ""At least one of you must go to the neighboring kingdom,"" ordered the king, when the hare and the tortoise had presented themselves. ""I want you to discuss certain important matters with the king there, and come back to me with his thoughts on those matters."" ""Now go!"" he said, as he dismissed them. ""And mind, you only have a day to complete the task."" The road to the neighboring kingdom was not smooth or easy. It was rocky and full of thorns. There were also two rivers to cross on the way. After some thought, both the hare and the tortoise realized that neither of them could complete the task alone. They had to travel together. The plan was for the hare to carry the tortoise over the thorny parts of the route, and for the tortoise to carry the hare across the two rivers.",5.3,CC BY 4.0,https://www.africanstorybook.org/
2101,Helium,simple wiki,"Helium is a chemical element. It has the chemical symbol He, atomic number 2 and atomic weight of about 4.002602. There are 9 isotopes of helium, only two of which are stable. These are 3He and 4He. 4He is by far the most common isotope. Helium is called a noble gas, because it does not regularly mix with other chemicals and form new compounds. It has the lowest boiling point of all the elements. It is the second most common element in the universe, after hydrogen, and has no color or smell. However, Helium has a blue-ish, neon color when being burnt with fire. Helium does not usually react with anything else. Astronomers discovered helium in 1868. They found that it was in the Sun before it was found on Earth. Because of where it was found, its name comes from the Greek word for Sun, helios. Helium is used to fill balloons and airships because it is lighter than air, and does not burn or react, meaning it is normally safe for using it in that way. It is also used in some kinds of light bulbs.",5.37,CC BY-SA 3.0 and GFDL,https://simple.wikipedia.org/wiki/Helium
7277,A Sea-Fight in the Time of Queen Bess,Charles Kingsley,"When the sun leaped up the next morning, and the tropic night flashed suddenly into the tropic day, Amyas was pacing the deck, with dishevelled hair and torn clothes, his eyes red with rage and weeping, his heart full—how can I describe it? Picture it to yourselves, picture it to yourselves, you who have ever lost a brother; and you who have not, thank God that you know nothing of his agony. Full of impossible projects, he strode and staggered up and down, as the ship thrashed close-hauled through the rolling seas. He would go back and burn the villa. He would take Guayra, and have the life of every man in it in return for his brother's. ""We can do it, lads!"" he shouted. ""If Drake took Nombre de Dios, we can take La Guayra."" And every voice shouted, ""Yes.""",5.44,Public Domain,http://www.gutenberg.org/cache/epub/6302/pg6302-images.html
